{857, 162, 90, 74, 1, 5}{892, 189, 103, 115, 1, 6}{957, 222, 142, 135, 1, 7}
{848, 170, 83, 86, 1, 5}{893, 187, 109, 110, 1, 6}{959, 224, 139, 135, 1, 7}
{848, 170, 83, 86, 1, 5}{892, 193, 106, 106, 1, 6}{959, 212, 146, 135, 1, 7}
{848, 170, 83, 86, 1, 5}{886, 191, 101, 120, 1, 6}{954, 227, 123, 134, 1, 7}
{848, 170, 83, 86, 1, 5}{890, 191, 107, 109, 1, 6}{964, 230, 134, 130, 1, 7}
{848, 170, 83, 86, 1, 5}{888, 184, 109, 117, 1, 6}{964, 226, 131, 129, 1, 7}
{848, 170, 83, 86, 1, 5}{892, 183, 113, 113, 1, 6}{955, 229, 125, 136, 1, 7}
{848, 170, 83, 86, 1, 5}{886, 194, 94, 117, 1, 6}{954, 221, 135, 137, 1, 7}
{848, 170, 83, 86, 1, 5}{889, 190, 103, 113, 1, 6}{954, 222, 140, 138, 1, 7}
{848, 170, 83, 86, 1, 5}{889, 192, 105, 113, 1, 6}{946, 226, 129, 142, 1, 7}
{848, 170, 83, 86, 1, 5}{890, 193, 101, 110, 1, 6}{958, 222, 132, 128, 1, 7}
{848, 170, 83, 86, 1, 5}{892, 192, 104, 114, 1, 6}{957, 219, 141, 130, 1, 7}
{848, 170, 83, 86, 1, 5}{887, 193, 97, 114, 1, 6}{961, 214, 147, 131, 1, 7}
{848, 170, 83, 86, 1, 5}{895, 198, 97, 110, 1, 6}{957, 220, 138, 133, 1, 7}
{848, 170, 83, 86, 1, 5}{895, 196, 97, 111, 1, 6}{953, 221, 135, 140, 1, 7}
{848, 170, 83, 86, 1, 5}{891, 194, 99, 106, 1, 6}{955, 217, 145, 141, 1, 7}
{848, 170, 83, 86, 1, 5}{889, 200, 95, 115, 1, 6}{961, 224, 133, 134, 1, 7}
{848, 170, 83, 86, 1, 5}{884, 194, 94, 116, 1, 6}{957, 218, 138, 134, 1, 7}
{848, 170, 83, 86, 1, 5}{891, 195, 99, 110, 1, 6}{957, 226, 134, 132, 1, 7}
{848, 170, 83, 86, 1, 5}{885, 192, 102, 120, 1, 6}{956, 220, 140, 136, 1, 7}
{848, 170, 83, 86, 1, 5}{869, 196, 100, 130, 1, 6}{937, 225, 136, 155, 1, 7}
{834, 175, 79, 89, 1, 5}{843, 201, 100, 141, 1, 6}{904, 243, 111, 181, 1, 7}
{805, 170, 85, 130, 1, 5}{804, 204, 86, 169, 1, 6}{853, 247, 102, 214, 1, 7}
{776, 177, 70, 142, 1, 5}{759, 196, 73, 188, 2, 6}{809, 237, 87, 217, 1, 7}
{725, 180, 61, 165, 2, 5}{712, 208, 76, 203, 2, 6}{742, 238, 104, 229, 2, 7}
{714, 192, 76, 143, 2, 5}{673, 234, 91, 191, 2, 6}{691, 271, 116, 223, 2, 7}
{668, 205, 85, 160, 2, 5}{624, 261, 95, 196, 2, 6}{644, 296, 132, 218, 2, 7}
{668, 205, 85, 160, 2, 5}{595, 287, 86, 172, 2, 6}{610, 333, 121, 196, 2, 7}
{550, 310, 69, 177, 2, 6}{560, 365, 94, 201, 2, 7}
{527, 325, 59, 202, 4, 6}{506, 385, 89, 229, 4, 7}
{473, 329, 64, 228, 4, 6}{442, 393, 93, 253, 4, 7}
{432, 342, 48, 281, 4, 6}{411, 394, 89, 267, 4, 7}
{409, 341, 50, 283, 4, 6}{358, 419, 68, 275, 4, 7}
{389, 341, 41, 289, 4, 6}{329, 436, 47, 294, 4, 7}
